Id,Name,Avatar,Address,Tel,Business,Service,Photo,Created at,Updated at,Intro,Province,City,Area,Service replace,Photo replace
7279,浩沙健身(百盛店),http://i2.s2.dpfile.com/pc/d1d934c7225f4f71b1b14023f02dce8f(249x249)/thumb.jpg,和平路162号金街百盛购物中心B1层(和平区和平路),022-27316034,9：30—21：30,[],,2015-11-23 11:06:55 +0800,2015-11-23 11:06:55 +0800,,天津市,天津市,和平区,[],[]
7278,欧山健身俱乐部(怡德路店),http://i1.s2.dpfile.com/pc/3e60553595cd5edb3631800ab52d9769(249x249)/thumb.jpg,怡德路26号(近芥园道),"022-87775408,022-87775409",8：00-21：30,[],"[""http://i2.s2.dpfile.com/pc/360251dc9974e524efc84fecaf9c4bcd(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/ddbeed37e4b6f987c2ebfb4ce9ed742b(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/a80c0a6250f1e05710f1bc65685826df(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/3e60553595cd5edb3631800ab52d9769(1000c1000)/thumb.jpg""]",2015-11-23 11:06:38 +0800,2015-11-23 11:06:38 +0800,,天津市,天津市,红桥区,[],[]
7277,宏佲健身俱乐部,http://i1.s2.dpfile.com/pc/0f63a4840ca64daa7da88a8e05f4499d(249x249)/thumb.jpg,荣业大街新文化花园新雅居171号B1楼(近二南开操场),022-27231168,9:30-21:30,"[""游泳""]","[""http://i2.s2.dpfile.com/pc/1dbe71fd4f060773b8a1eb219e099863(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/e2a8c9aef9f9fcf269320fbb29612453(1000c1000)/thumb.jpg""]",2015-11-23 11:06:25 +0800,2015-11-23 11:06:25 +0800,,天津市,天津市,和平区,[],[]
7276,清川跆拳道馆,http://i2.s2.dpfile.com/pc/5968c5350c41bdae369442a57e8dd05a(249x249)/thumb.jpg,"大沽南路与苏州道交口,天津图书大厦1704室(小宝栗子旁)",18702295658,13:00-21:00,[],"[""http://i2.s2.dpfile.com/pc/16e7792f8e89be525618788b8535b5fb(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/bb80f5090a98e9d56f1c97ecce520b0d(1000c1000)/thumb.jpg""]",2015-11-23 11:05:11 +0800,2015-11-23 11:05:11 +0800,"秉承韩国传统跆拳道教学体系。
舒适的教学环境 完善的教学器材。
专业教练执教 教学经验丰富。
国家队现役队员长期亲自指导。
定期参加全市及全国交流比赛。

幼儿租：3—6岁
少儿组：6—12岁
青少成人组：18➕

报名热线：022-23243515
地址：天津市河西区大沽南路与苏州到交口 天津图书大厦1704",天津市,天津市,河西区,[],[]
7275,一兆韦德水晶城会所(水晶城会所),http://i2.s2.dpfile.com/pc/1c16580c6a13716f9d443242509cbb59(249x249)/thumb.jpg,解放南路518号,022-88151072,早9点到晚10点,[],"[""http://i3.s2.dpfile.com/pc/9361b2e55a2bdd951d1d598c4684d211(1000c1000)/thumb.jpg""]",2015-11-23 11:04:56 +0800,2015-11-23 11:04:56 +0800,,天津市,天津市,河西区,[],[]
7274,奥博国际健身会所,http://i2.s2.dpfile.com/pc/f0a5a6ade47cc40a1bd5fe958f857920(249x249)/thumb.jpg,南京路金皇大厦负一层,022-23309815,9：00-22：00,[],,2015-11-23 11:04:43 +0800,2015-11-23 11:04:43 +0800,,天津市,天津市,河西区,[],[]
7273,喜来登酒店健身中心,http://i3.s2.dpfile.com/pc/c9c4097f061a9305695813247acd5ee8(249x249)/thumb.jpg,紫金山路31号喜来登酒店1楼(近天塔),022-27313388,6：00-24：00,[],,2015-11-23 11:04:28 +0800,2015-11-23 11:04:28 +0800,,天津市,天津市,河西区,[],[]
7272,飞腾健身俱乐部,http://i2.s2.dpfile.com/pc/738bf687be312efe5921c553e16b2962(249x249)/thumb.jpg,意库创意产业园(飞腾羽毛球馆),"022-58987877,022-58836771",9:00-22:00,[],,2015-11-23 11:04:16 +0800,2015-11-23 11:04:16 +0800,,天津市,天津市,红桥区,[],[]
7271,韦德伍斯健身会所嘉里汇店(嘉里汇店),http://i3.s2.dpfile.com/pc/6d9a4b157f0bbd744bcefd93ef97c0c9(249x249)/thumb.jpg,河东区六纬路与七经路交口嘉里汇购物中心2F(正门入口上二楼),022-24268355,10:00至22:00,[],"[""http://i3.s2.dpfile.com/pc/6d9a4b157f0bbd744bcefd93ef97c0c9(1000c1000)/thumb.jpg""]",2015-11-23 11:03:04 +0800,2015-11-23 11:03:04 +0800,,天津市,天津市,河东区,[],[]
7270,海河假日酒店健身中心,http://i1.s2.dpfile.com/pc/972b73137ebf958275488b8ae7f54439(249x249)/thumb.jpg,海河东路凤凰商业广场A座4楼,26278888-2318,6:00-23:00,[],,2015-11-23 11:02:52 +0800,2015-11-23 11:02:52 +0800,,天津市,天津市,河北区,[],[]
7269,天津市全民健身活动中心健身馆,http://i3.s2.dpfile.com/pc/0eae62677ae6926f20d69ee907a8d0d4(249x249)/thumb.jpg,八纬路100号(十三经路交口长城公寓对面),"022-24522008,022-84120000",9:00-22:00,[],"[""http://i3.s2.dpfile.com/pc/0eae62677ae6926f20d69ee907a8d0d4(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/147211cc67a4e7a59ae0955e6eefd250(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/2738e7d318ba70e19380e28026c012bd(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/e0fbddaafdbce6cecf65719f97e15f81(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/7eaf09b01bac2f80ce62ab1bf75ddd89(1000c1000)/thumb.jpg""]",2015-11-23 11:02:39 +0800,2015-11-23 11:02:39 +0800,,天津市,天津市,河东区,[],[]
7268,英特健身俱乐部,http://i3.s2.dpfile.com/pc/3d309f2f87fc018964d7d7e1d9ff575c(249x249)/thumb.jpg,丁字沽1号路8段一品香食品糕点商厦2，3楼(近凯莱赛),022-26575520,9:00-22:00,"[""健身""]","[""http://i3.s2.dpfile.com/pc/68a6d7ac3318340ca977ad0c265e708b(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/5c77cf489138f231df92f727ee17ec0e(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/28e52009a2bae2270d9cd7b8424eea1c(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/622cf74deb1b0b1110bd268ca5fb523d(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/3d309f2f87fc018964d7d7e1d9ff575c(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/9844f90f8de1ee2459e807ff72270966(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/bd040eb635f53317d72f723b9d722b6d(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/7f68af6e44eb3d6821ce90b12cbcad73(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/2f5bbfcd5ac2ec5c132aaada982b52ea(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/e6cc314818241600f384cf2908eea90d(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/f529beb06b7c2539a4ab991146ee29d5(1000c1000)/thumb.jpg""]",2015-11-23 11:02:27 +0800,2015-11-23 11:02:27 +0800,,天津市,天津市,红桥区,[],[]
7267,斯宝沃健身,http://i1.s2.dpfile.com/pc/ab8ceb5c1826671aaaaff26009ab24a9(249x249)/thumb.jpg,西青道欧亚达4楼(老船吧),022-58505178,10:00-22:00,[],,2015-11-23 11:02:09 +0800,2015-11-23 11:02:09 +0800,,天津市,天津市,红桥区,[],[]
7266,莱美健身荟,http://i1.s2.dpfile.com/pc/a7c07c75e2024c738d406fc219275f26(249x249)/thumb.jpg,大沽南路457号晶采大厦底商(近麦当劳),022-83285566,09:00-24:00,[],,2015-11-23 11:01:56 +0800,2015-11-23 11:01:56 +0800,,天津市,天津市,河西区,[],[]
7265,热浪健身会所(唐拉雅秀店),http://i1.s2.dpfile.com/pc/c6dabe3b3394f8abdd07cdfa0dd5b573(249x249)/thumb.jpg,南京路219号唐拉雅秀酒店7楼,022-60763063,8:00-21:00,[],,2015-11-23 11:01:44 +0800,2015-11-23 11:01:44 +0800,,天津市,天津市,和平区,[],[]
7264,欧山健身俱乐部(远洋店),http://i3.s2.dpfile.com/pc/6bfc47ba8458b0c195b9313e0324055a(249x249)/thumb.jpg,华捷道60号远洋天地社区底商(近新开路),022-24326720,9：00-21：30,"[""健身""]",,2015-11-23 11:01:30 +0800,2015-11-23 11:01:30 +0800,,天津市,天津市,河东区,[],[]
7263,TF健身私人教练工作室,http://i1.s2.dpfile.com/pc/6af74eb9f4929fc8dc64643b8710d9b0(249x249)/thumb.jpg,荣业大街与闸口街交口新汇华庭15号楼新南市底商B15(近大都会 万全小学 南市食品街),"022-23455220,18622183789",9:30-22:00,[],"[""http://i2.s2.dpfile.com/pc/6af74eb9f4929fc8dc64643b8710d9b0(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/037ab2c28d1377fc67538ef8484bace5(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/135eac4557978f68f4a6108d1afa3682(1000c1000)/thumb.jpg""]",2015-11-23 11:01:17 +0800,2015-11-23 11:01:17 +0800,,天津市,天津市,和平区,[],[]
7262,青云健身俱乐部,http://i1.s2.dpfile.com/pc/25e2ab57a3a2b0f74ba563f52aa6545d(249x249)/thumb.jpg,黄河道与临汾路交口虹畔大厦3楼青云健身(四川大酒店入口)(近虹畔之约KTV),"022-60885816,022-60885817",9：00-22：00,[],"[""http://i3.s2.dpfile.com/pc/6509b89b736848a486210e62ca762ff4(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/08945e71f0806b3a0809c2464d3ce882(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/6509b89b736848a486210e62ca762ff4(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/9319f10a8393ea6916e8b0a6fd39bad6(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/2461ceef3bc19301e1f52e313f362f21(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/56e9015ad57245dadf2c8511dfa171c6(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/69e37fe0a69066f0a22116a8eda7f3ba(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/af5e2edd72ffcd92f023cd215b06cfd7(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/d3dfc53927ef0ee60adc68e2119bea78(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/9c330a6eaa30298758c1c54787fa63ac(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/6f8bfeda97bae159d1b4c4673a60f780(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/ea3f4af38712ed08e82694b907c4efee(1000c1000)/thumb.jpg""]",2015-11-23 11:01:05 +0800,2015-11-23 11:01:05 +0800,,天津市,天津市,南开区,[],[]
7261,宝力豪健身中心(大悦城店),http://i3.s2.dpfile.com/pc/00d13a9277bda25dc13fea5fa8c5171a(249x249)/thumb.jpg,南门外大街6号大悦城南区B1楼,022-27262008,10:00-22:00,[],"[""http://i3.s2.dpfile.com/pc/00d13a9277bda25dc13fea5fa8c5171a(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/bf6ceb9c77ecd04abbc7084fdabe6262(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/952bddffaa02cc024996c5dc5b01d688(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/aa25c701ee535cf99d7b944147a7c3ae(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/90a0fba81001530c0030b6a6aae5d527(1000c1000)/thumb.jpg""]",2015-11-23 11:00:49 +0800,2015-11-23 11:00:49 +0800,,天津市,天津市,南开区,[],[]
7260,宝力豪健身中心(奥体中心店),http://i3.s2.dpfile.com/pc/2e1c2ca2098ee1ef4afd14e31db8d252(249x249)/thumb.jpg,卫津南路90号奥林匹克中心C区,022-23382008,周一到周六：7:00-22:00；周日10:00到22:00,"[""健身""]","[""http://i3.s2.dpfile.com/pc/2e1c2ca2098ee1ef4afd14e31db8d252(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/284433e45c13638001abd4e4c6cb6c18(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/7a8da149b7e48783a057d784091a0bbc(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/88fb0e745dddb5a70a2d543f59fd4ed7(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/d617ba0d24da2520c9be283cb0105069(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/7a6c5f926aa6e039cae88f9c8da7b8b7(1000c1000)/thumb.jpg""]",2015-11-23 11:00:36 +0800,2015-11-23 11:00:36 +0800,,天津市,天津市,南开区,[],[]
7259,爱泽恩国际健身俱乐部,http://i3.s2.dpfile.com/pc/8782bbb6c2710e466aa9eecd109a2d12(249x249)/thumb.jpg,南门外大街9号金耀广场4楼(近食品街),022-27344888,9:00-22:00,"[""健身""]","[""http://i3.s2.dpfile.com/pc/8782bbb6c2710e466aa9eecd109a2d12(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/dda61475a9a6853c2297be6e4c39a686(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/901ab34b6468287e04f4c6c1e4c0ee5d(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/70b33f792bca2d0028fe40a15362a465(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/9c4ab10823c8b34412436702d38ac4c8(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/80d0903b87b792e9442b12374e1f2c6b(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/75cd1ffa6083ca2d8f12b5cca2dc2a25(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/b830f7e4f8a259d74339797170d821e8(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/5abdc41bfd76c34acccfdf59d9dae5c8(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/c2d0c1d87a0d5c427ebaeb8651f0af7c(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/4e3d612d8c18cd7061f3fb7dc05a8fa7(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/795e5fe5c294129bd99b5de64119a485(1000c1000)/thumb.jpg""]",2015-11-23 11:00:23 +0800,2015-11-23 11:00:23 +0800,,天津市,天津市,和平区,[],[]
7258,水游城假日酒店健身中心,http://i3.s2.dpfile.com/pc/ec8e017676a89f0415ffbd8cb0d86bc2(249x249)/thumb.jpg,芥园道6号水游城假日酒店4楼,58776666-3310,6:00-23:00,[],"[""http://i3.s2.dpfile.com/pc/ec8e017676a89f0415ffbd8cb0d86bc2(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/e1583d36dc971d179d791381532cc831(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/9f9ff8cfbb3b3423e1e3eece12dc0c49(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/c0d0ccccd5e0a9d61c54f1330680bb58(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/e1a3f0082af3946124279023902e6aeb(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/5a7edb16887398108a4a9751b6481090(1000c1000)/thumb.jpg""]",2015-11-23 11:00:11 +0800,2015-11-23 11:00:11 +0800,,天津市,天津市,红桥区,[],[]
7257,卡路里国际健身工作室,http://i1.s2.dpfile.com/pc/523e64acff42724c52acd1ae48cee7dd(249x249)/thumb.jpg,红旗南路263号尚8国际产业园B座207-208(原天津理工大学旧址(观园公寓、育梁道、迎风道、理工大学公交站),13820271839,10:00-22:00,[],"[""http://i1.s2.dpfile.com/pc/9d4b1b68c0b9aa27bd000b2b0504eae0(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/4448cd1afaa6e073ee04b4eca1718e48(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/3d225ae6b18a5e3880221d19b1d8faea(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/50121ea489508a660cd0ef7f748ea654(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/b0b16b810a2be80b75380ded2960fa51(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/0139cb981c2bfd860f85f28f2bd9fdc3(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/64dd2820055d82c97ede5163019a273e(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/985e8ab8018e85a86ea7e41395a1fef9(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/6977a518e6ba542e45dd4e70168394a9(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/f4d96c0f3fd3854ba86b37de3566e664(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/74bf7c1e763747b813cd55a8aaea124d(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/e5e8b0b7847a5a1309f11f40c9585365(1000c1000)/thumb.jpg""]",2015-11-23 10:59:56 +0800,2015-11-23 10:59:56 +0800,"""卡路里国际健身工作室""主要为天津地区中高端人群和外籍人士提供全程教练指导的健身服务。我们针对亚健康的商务人士、白领和一直忙于生意场上的老板们帮助达到减脂瘦身、塑型增肌、腰腹控制、身体平衡能力、增强体质、改善亚健康效果的目标。倡导运动+营养饮食的养生观念。主要课程有：减脂塑型、康复矫正不良体态、增肌塑型、减脂减肥、局部塑型、新妈妈产后恢复等。",天津市,天津市,南开区,[],[]
7256,一本健身私教中心,http://i1.s2.dpfile.com/pc/f71a883ba8af23e5ed9d2d6c1aa995b7(249x249)/thumb.jpg,三潭路与怀安环路交口王府壹号底商3增4(兴业家园),"13682184545,022-87397799",10：00-22:00,[],"[""http://i1.s2.dpfile.com/pc/1378c8bdf9e6077d711e217019e44baf(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/3c1f00b3e39ede6928972ca83b180837(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/dbda42575e0e7063540a95f4e8051d3b(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/d71edab89a4b010c9b1d3e4b2279ef03(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/723b5e54dea795ee2059a5a2376b09f3(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/083cacadcb8657830d62f94c6121f40a(1000c1000)/thumb.jpg"", ""http://i2.s2.dpfile.com/pc/fe0bc118a5826492c5b3389c10e4e540(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/eafca2e20052c38174e8dd1acf061582(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/7df20636d77786e444aedf672f85d8e8(1000c1000)/thumb.jpg"", ""http://i1.s2.dpfile.com/pc/5ce3b762255f93a6a77b82cf42758a50(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/57b8c53aa792862a0923c50c88256660(1000c1000)/thumb.jpg"", ""http://i3.s2.dpfile.com/pc/8ee091512a7328be9c9b4740c5f1bb88(1000c1000)/thumb.jpg""]",2015-11-23 10:59:39 +0800,2015-11-23 10:59:39 +0800,,天津市,天津市,南开区,[],[]
